id,timestamp,department,electricity_kWh,water_liters,electricity_cost,water_cost,total_cost,year,month,day,hour,day_name,usage_type,total_consumption,high_usage_flag
22221,2023-07-05 04:00:00,Production,145.15,405.65,1451.5,8.11,1459.61,2023,7,5,4,Wednesday,Non-Peak,550.8,1
22241,2023-07-05 08:00:00,Production,139.62,596.17,1396.24,11.92,1408.16,2023,7,5,8,Wednesday,Non-Peak,735.79,1
22245,2023-07-05 08:00:00,R&D,139.98,231.11,1399.82,4.62,1404.44,2023,7,5,8,Wednesday,Non-Peak,371.09,1
22246,2023-07-05 09:00:00,Production,141.98,532.72,1419.82,10.65,1430.47,2023,7,5,9,Wednesday,Peak,674.7,1
22251,2023-07-05 10:00:00,Production,139.4,453.31,1393.99,9.07,1403.05,2023,7,5,10,Wednesday,Peak,592.71,1
22266,2023-07-05 13:00:00,Production,158.95,432.1,1589.54,8.64,1598.18,2023,7,5,13,Wednesday,Peak,591.05,1
22306,2023-07-05 21:00:00,Production,143.96,480.66,1439.61,9.61,1449.23,2023,7,5,21,Wednesday,Non-Peak,624.62,1
22311,2023-07-05 22:00:00,Production,144.74,489.64,1447.42,9.79,1457.21,2023,7,5,22,Wednesday,Non-Peak,634.38,1
22345,2023-07-06 04:00:00,R&D,143.73,418.18,1437.34,8.36,1445.7,2023,7,6,4,Thursday,Non-Peak,561.91,1
22346,2023-07-06 05:00:00,Production,142.58,471.71,1425.85,9.43,1435.28,2023,7,6,5,Thursday,Non-Peak,614.29,1
22351,2023-07-06 06:00:00,Production,176.34,551.84,1763.38,11.04,1774.42,2023,7,6,6,Thursday,Non-Peak,728.18,1
22366,2023-07-06 09:00:00,Production,216.76,906.37,2167.65,18.13,2185.77,2023,7,6,9,Thursday,Peak,1123.13,1
22371,2023-07-06 10:00:00,Production,147.29,530.73,1472.89,10.61,1483.5,2023,7,6,10,Thursday,Peak,678.02,1
22426,2023-07-06 21:00:00,Production,140.86,454.01,1408.59,9.08,1417.67,2023,7,6,21,Thursday,Non-Peak,594.87,1
22441,2023-07-07 00:00:00,Production,138.62,577.45,1386.21,11.55,1397.76,2023,7,7,0,Friday,Non-Peak,716.07,1
22481,2023-07-07 08:00:00,Production,157.47,520.5,1574.69,10.41,1585.1,2023,7,7,8,Friday,Non-Peak,677.97,1
22491,2023-07-07 10:00:00,Production,144.78,560.8,1447.77,11.22,1458.98,2023,7,7,10,Friday,Peak,705.58,1
22531,2023-07-07 18:00:00,Production,154.47,534.95,1544.66,10.7,1555.36,2023,7,7,18,Friday,Peak,689.42,1
22636,2023-07-08 15:00:00,Production,143.06,538.16,1430.62,10.76,1441.38,2023,7,8,15,Saturday,Peak,681.22,1
22671,2023-07-08 22:00:00,Production,165.87,550.01,1658.69,11,1669.69,2023,7,8,22,Saturday,Non-Peak,715.88,1
22675,2023-07-08 22:00:00,R&D,195.47,481.42,1954.71,9.63,1964.34,2023,7,8,22,Saturday,Non-Peak,676.89,1
22736,2023-07-09 11:00:00,Production,205.78,761.66,2057.79,15.23,2073.03,2023,7,9,11,Sunday,Peak,967.44,1
22791,2023-07-09 22:00:00,Production,159.3,489.56,1592.97,9.79,1602.76,2023,7,9,22,Sunday,Non-Peak,648.86,1
22796,2023-07-09 23:00:00,Production,146.7,542.73,1467,10.85,1477.86,2023,7,9,23,Sunday,Non-Peak,689.43,1
22806,2023-07-10 01:00:00,Production,146.58,567.13,1465.81,11.34,1477.15,2023,7,10,1,Monday,Non-Peak,713.71,1
22811,2023-07-10 02:00:00,Production,156.33,477.91,1563.33,9.56,1572.89,2023,7,10,2,Monday,Non-Peak,634.24,1
22816,2023-07-10 03:00:00,Production,143.37,453.36,1433.7,9.07,1442.77,2023,7,10,3,Monday,Non-Peak,596.73,1
22841,2023-07-10 08:00:00,Production,169.99,471.73,1699.95,9.43,1709.38,2023,7,10,8,Monday,Non-Peak,641.72,1
22846,2023-07-10 09:00:00,Production,137.64,473.23,1376.42,9.46,1385.89,2023,7,10,9,Monday,Peak,610.87,1
22856,2023-07-10 11:00:00,Production,140.04,441.55,1400.39,8.83,1409.22,2023,7,10,11,Monday,Peak,581.59,1
22871,2023-07-10 14:00:00,Production,137.51,559.69,1375.09,11.19,1386.28,2023,7,10,14,Monday,Peak,697.2,1
22911,2023-07-10 22:00:00,Production,153.37,506.43,1533.74,10.13,1543.87,2023,7,10,22,Monday,Non-Peak,659.8,1
22931,2023-07-11 02:00:00,Production,141.67,489.22,1416.69,9.78,1426.48,2023,7,11,2,Tuesday,Non-Peak,630.89,1
22936,2023-07-11 03:00:00,Production,264.46,1056.36,2644.64,21.13,2665.77,2023,7,11,3,Tuesday,Non-Peak,1320.82,1
22941,2023-07-11 04:00:00,Production,156.25,441.91,1562.48,8.84,1571.31,2023,7,11,4,Tuesday,Non-Peak,598.16,1
22961,2023-07-11 08:00:00,Production,138.82,504.42,1388.17,10.09,1398.26,2023,7,11,8,Tuesday,Non-Peak,643.24,1
22971,2023-07-11 10:00:00,Production,142.97,511.14,1429.7,10.22,1439.92,2023,7,11,10,Tuesday,Peak,654.11,1
22986,2023-07-11 13:00:00,Production,249.06,839.04,2490.6,16.78,2507.38,2023,7,11,13,Tuesday,Peak,1088.1,1
23001,2023-07-11 16:00:00,Production,138.18,449.48,1381.84,8.99,1390.83,2023,7,11,16,Tuesday,Peak,587.66,1
23026,2023-07-11 21:00:00,Production,153.15,524.32,1531.47,10.49,1541.96,2023,7,11,21,Tuesday,Non-Peak,677.47,1
23036,2023-07-11 23:00:00,Production,142.39,494.81,1423.86,9.9,1433.76,2023,7,11,23,Tuesday,Non-Peak,637.2,1
23041,2023-07-12 00:00:00,Production,138.54,399.82,1385.43,8,1393.42,2023,7,12,0,Wednesday,Non-Peak,538.36,1
23086,2023-07-12 09:00:00,Production,147.89,488.99,1478.92,9.78,1488.7,2023,7,12,9,Wednesday,Peak,636.88,1
23091,2023-07-12 10:00:00,Production,153,577.6,1529.99,11.55,1541.54,2023,7,12,10,Wednesday,Peak,730.6,1
23106,2023-07-12 13:00:00,Production,156.74,517.77,1567.41,10.36,1577.77,2023,7,12,13,Wednesday,Peak,674.51,1
23116,2023-07-12 15:00:00,Production,152.93,591.21,1529.29,11.82,1541.11,2023,7,12,15,Wednesday,Peak,744.14,1
23131,2023-07-12 18:00:00,Production,152.07,523.94,1520.7,10.48,1531.18,2023,7,12,18,Wednesday,Peak,676.01,1
23146,2023-07-12 21:00:00,Production,141.78,563.19,1417.77,11.26,1429.03,2023,7,12,21,Wednesday,Non-Peak,704.97,1
23151,2023-07-12 22:00:00,Production,138.16,479.77,1381.57,9.6,1391.17,2023,7,12,22,Wednesday,Non-Peak,617.93,1
23191,2023-07-13 06:00:00,Production,149.12,501.53,1491.16,10.03,1501.19,2023,7,13,6,Thursday,Non-Peak,650.65,1
23216,2023-07-13 11:00:00,Production,145.05,446.84,1450.46,8.94,1459.4,2023,7,13,11,Thursday,Peak,591.89,1
23261,2023-07-13 20:00:00,Production,145.82,614.31,1458.18,12.29,1470.47,2023,7,13,20,Thursday,Non-Peak,760.13,1
23266,2023-07-13 21:00:00,Production,139.78,513.17,1397.83,10.26,1408.09,2023,7,13,21,Thursday,Non-Peak,652.95,1
23301,2023-07-14 04:00:00,Production,137.88,563.87,1378.83,11.28,1390.11,2023,7,14,4,Friday,Non-Peak,701.75,1
23351,2023-07-14 14:00:00,Production,162.91,488.44,1629.15,9.77,1638.92,2023,7,14,14,Friday,Peak,651.35,1
23361,2023-07-14 16:00:00,Production,153.49,444.18,1534.94,8.88,1543.82,2023,7,14,16,Friday,Peak,597.67,1
23366,2023-07-14 17:00:00,Production,153.38,575.77,1533.8,11.52,1545.32,2023,7,14,17,Friday,Peak,729.15,1
23386,2023-07-14 21:00:00,Production,144.4,539.65,1444.01,10.79,1454.8,2023,7,14,21,Friday,Non-Peak,684.05,1
23416,2023-07-15 03:00:00,Production,139.82,545.23,1398.22,10.9,1409.13,2023,7,15,3,Saturday,Non-Peak,685.05,1
23431,2023-07-15 06:00:00,Production,165.1,641.04,1651.01,12.82,1663.83,2023,7,15,6,Saturday,Non-Peak,806.14,1
23436,2023-07-15 07:00:00,Production,161.71,516.16,1617.11,10.32,1627.43,2023,7,15,7,Saturday,Non-Peak,677.87,1
23441,2023-07-15 08:00:00,Production,216.84,637.74,2168.43,12.75,2181.19,2023,7,15,8,Saturday,Non-Peak,854.58,1
23451,2023-07-15 10:00:00,Production,141.72,533.27,1417.24,10.67,1427.91,2023,7,15,10,Saturday,Peak,674.99,1
23506,2023-07-15 21:00:00,Production,149.91,500.92,1499.14,10.02,1509.16,2023,7,15,21,Saturday,Non-Peak,650.83,1
23576,2023-07-16 11:00:00,Production,149,478.29,1489.98,9.57,1499.54,2023,7,16,11,Sunday,Peak,627.29,1
23596,2023-07-16 15:00:00,Production,139.02,490.07,1390.22,9.8,1400.02,2023,7,16,15,Sunday,Peak,629.09,1
23611,2023-07-16 18:00:00,Production,177.76,486.62,1777.55,9.73,1787.29,2023,7,16,18,Sunday,Peak,664.38,1
23621,2023-07-16 20:00:00,Production,150.63,509.29,1506.31,10.19,1516.5,2023,7,16,20,Sunday,Non-Peak,659.92,1
23626,2023-07-16 21:00:00,Production,158.86,510.1,1588.57,10.2,1598.78,2023,7,16,21,Sunday,Non-Peak,668.96,1
23661,2023-07-17 04:00:00,Production,316.73,808.64,3167.31,16.17,3183.49,2023,7,17,4,Monday,Non-Peak,1125.37,1
23676,2023-07-17 07:00:00,Production,146.77,511.89,1467.69,10.24,1477.92,2023,7,17,7,Monday,Non-Peak,658.66,1
23686,2023-07-17 09:00:00,Production,149.72,498.63,1497.17,9.97,1507.14,2023,7,17,9,Monday,Peak,648.35,1
23696,2023-07-17 11:00:00,Production,138.97,480.5,1389.68,9.61,1399.29,2023,7,17,11,Monday,Peak,619.47,1
23710,2023-07-17 13:00:00,R&D,183.62,363.35,1836.25,7.27,1843.52,2023,7,17,13,Monday,Peak,546.97,1
23741,2023-07-17 20:00:00,Production,155.03,587.17,1550.3,11.74,1562.04,2023,7,17,20,Monday,Non-Peak,742.2,1
23746,2023-07-17 21:00:00,Production,139.58,521.94,1395.81,10.44,1406.25,2023,7,17,21,Monday,Non-Peak,661.52,1
23751,2023-07-17 22:00:00,Production,153.53,480.5,1535.31,9.61,1544.92,2023,7,17,22,Monday,Non-Peak,634.03,1
23831,2023-07-18 14:00:00,Production,156.18,507.76,1561.8,10.16,1571.95,2023,7,18,14,Tuesday,Peak,663.94,1
23836,2023-07-18 15:00:00,Production,155.07,488.91,1550.66,9.78,1560.43,2023,7,18,15,Tuesday,Peak,643.98,1
23856,2023-07-18 19:00:00,Production,151.66,479.45,1516.57,9.59,1526.16,2023,7,18,19,Tuesday,Non-Peak,631.11,1
23861,2023-07-18 20:00:00,Production,141.24,469.87,1412.39,9.4,1421.79,2023,7,18,20,Tuesday,Non-Peak,611.11,1
23875,2023-07-18 22:00:00,R&D,148.92,236.57,1489.24,4.73,1493.97,2023,7,18,22,Tuesday,Non-Peak,385.49,1
23891,2023-07-19 02:00:00,Production,137.82,534.23,1378.16,10.68,1388.84,2023,7,19,2,Wednesday,Non-Peak,672.05,1
23901,2023-07-19 04:00:00,Production,140.96,471.33,1409.63,9.43,1419.05,2023,7,19,4,Wednesday,Non-Peak,612.29,1
23956,2023-07-19 15:00:00,Production,165.78,404.23,1657.75,8.08,1665.84,2023,7,19,15,Wednesday,Peak,570.01,1
23966,2023-07-19 17:00:00,Production,158.71,416.29,1587.08,8.33,1595.4,2023,7,19,17,Wednesday,Peak,575,1
23971,2023-07-19 18:00:00,Production,139.67,413.47,1396.74,8.27,1405.01,2023,7,19,18,Wednesday,Peak,553.14,1
23991,2023-07-19 22:00:00,Production,146.8,418.73,1467.98,8.37,1476.35,2023,7,19,22,Wednesday,Non-Peak,565.53,1
24001,2023-07-20 00:00:00,Production,149.95,754.06,1499.5,15.08,1514.58,2023,7,20,0,Thursday,Non-Peak,904.01,1
24006,2023-07-20 01:00:00,Production,145.83,465.22,1458.34,9.3,1467.65,2023,7,20,1,Thursday,Non-Peak,611.05,1
24021,2023-07-20 04:00:00,Production,157.93,515.08,1579.28,10.3,1589.59,2023,7,20,4,Thursday,Non-Peak,673.01,1
24068,2023-07-20 13:00:00,IT,175.65,316.21,1756.5,6.32,1762.82,2023,7,20,13,Thursday,Peak,491.86,1
24091,2023-07-20 18:00:00,Production,146.91,628.9,1469.15,12.58,1481.72,2023,7,20,18,Thursday,Peak,775.81,1
24101,2023-07-20 20:00:00,Production,139.19,481.19,1391.92,9.62,1401.54,2023,7,20,20,Thursday,Non-Peak,620.38,1
24111,2023-07-20 22:00:00,Production,153.61,468.14,1536.11,9.36,1545.47,2023,7,20,22,Thursday,Non-Peak,621.75,1
24175,2023-07-21 10:00:00,R&D,177.76,325.5,1777.62,6.51,1784.13,2023,7,21,10,Friday,Peak,503.26,1
24176,2023-07-21 11:00:00,Production,138.39,538.15,1383.94,10.76,1394.7,2023,7,21,11,Friday,Peak,676.54,1
24181,2023-07-21 12:00:00,Production,145.45,455.53,1454.45,9.11,1463.56,2023,7,21,12,Friday,Peak,600.98,1
24186,2023-07-21 13:00:00,Production,164.03,485.81,1640.3,9.72,1650.02,2023,7,21,13,Friday,Peak,649.84,1
24196,2023-07-21 15:00:00,Production,139.01,602.71,1390.06,12.05,1402.12,2023,7,21,15,Friday,Peak,741.72,1
24211,2023-07-21 18:00:00,Production,139.99,556.65,1399.92,11.13,1411.06,2023,7,21,18,Friday,Peak,696.64,1
24236,2023-07-21 23:00:00,Production,148.4,488.37,1483.98,9.77,1493.75,2023,7,21,23,Friday,Non-Peak,636.77,1
24246,2023-07-22 01:00:00,Production,150.39,482.31,1503.86,9.65,1513.5,2023,7,22,1,Saturday,Non-Peak,632.7,1
24301,2023-07-22 12:00:00,Production,142.16,529.96,1421.55,10.6,1432.15,2023,7,22,12,Saturday,Peak,672.12,1
24321,2023-07-22 16:00:00,Production,152.75,501.98,1527.54,10.04,1537.58,2023,7,22,16,Saturday,Peak,654.73,1
24346,2023-07-22 21:00:00,Production,143.79,469.48,1437.89,9.39,1447.28,2023,7,22,21,Saturday,Non-Peak,613.27,1
24415,2023-07-23 10:00:00,R&D,139.04,288.13,1390.38,5.76,1396.15,2023,7,23,10,Sunday,Peak,427.17,1
24436,2023-07-23 15:00:00,Production,160.59,499.49,1605.92,9.99,1615.91,2023,7,23,15,Sunday,Peak,660.08,1
24446,2023-07-23 17:00:00,Production,173.27,737.35,1732.66,14.75,1747.41,2023,7,23,17,Sunday,Peak,910.62,1
24456,2023-07-23 19:00:00,Production,150.96,521.69,1509.62,10.43,1520.05,2023,7,23,19,Sunday,Non-Peak,672.65,1
24461,2023-07-23 20:00:00,Production,149.34,480.8,1493.4,9.62,1503.01,2023,7,23,20,Sunday,Non-Peak,630.14,1
24466,2023-07-23 21:00:00,Production,197.26,815.57,1972.59,16.31,1988.9,2023,7,23,21,Sunday,Non-Peak,1012.83,1
24511,2023-07-24 06:00:00,Production,142.85,487.02,1428.45,9.74,1438.19,2023,7,24,6,Monday,Non-Peak,629.87,1
24536,2023-07-24 11:00:00,Production,137.21,509.59,1372.15,10.19,1382.34,2023,7,24,11,Monday,Peak,646.8,1
24541,2023-07-24 12:00:00,Production,139.35,413.88,1393.54,8.28,1401.82,2023,7,24,12,Monday,Peak,553.23,1
24571,2023-07-24 18:00:00,Production,147.7,560.57,1477.01,11.21,1488.22,2023,7,24,18,Monday,Peak,708.27,1
24581,2023-07-24 20:00:00,Production,152.32,442.7,1523.16,8.85,1532.01,2023,7,24,20,Monday,Non-Peak,595.02,1
24601,2023-07-25 00:00:00,Production,142.71,460.9,1427.12,9.22,1436.34,2023,7,25,0,Tuesday,Non-Peak,603.61,1
24606,2023-07-25 01:00:00,Production,139.41,483.14,1394.13,9.66,1403.8,2023,7,25,1,Tuesday,Non-Peak,622.55,1
24621,2023-07-25 04:00:00,Production,147.29,515.93,1472.9,10.32,1483.22,2023,7,25,4,Tuesday,Non-Peak,663.22,1
24631,2023-07-25 06:00:00,Production,139.33,436.2,1393.27,8.72,1401.99,2023,7,25,6,Tuesday,Non-Peak,575.53,1
24661,2023-07-25 12:00:00,Production,142.44,516.9,1424.36,10.34,1434.69,2023,7,25,12,Tuesday,Peak,659.34,1
24686,2023-07-25 17:00:00,Production,154.15,471.67,1541.47,9.43,1550.9,2023,7,25,17,Tuesday,Peak,625.82,1
24696,2023-07-25 19:00:00,Production,149.28,495.97,1492.77,9.92,1502.69,2023,7,25,19,Tuesday,Non-Peak,645.25,1
24706,2023-07-25 21:00:00,Production,164.79,457.78,1647.88,9.16,1657.03,2023,7,25,21,Tuesday,Non-Peak,622.57,1
24716,2023-07-25 23:00:00,Production,142.63,472.65,1426.32,9.45,1435.78,2023,7,25,23,Tuesday,Non-Peak,615.28,1
24721,2023-07-26 00:00:00,Production,167.05,491.77,1670.54,9.84,1680.38,2023,7,26,0,Wednesday,Non-Peak,658.82,1
24736,2023-07-26 03:00:00,Production,174.27,572.01,1742.65,11.44,1754.09,2023,7,26,3,Wednesday,Non-Peak,746.28,1
24776,2023-07-26 11:00:00,Production,141.24,511.74,1412.38,10.23,1422.62,2023,7,26,11,Wednesday,Peak,652.98,1
24786,2023-07-26 13:00:00,Production,140.45,556.75,1404.45,11.14,1415.59,2023,7,26,13,Wednesday,Peak,697.2,1
24806,2023-07-26 17:00:00,Production,164.94,537.62,1649.44,10.75,1660.19,2023,7,26,17,Wednesday,Peak,702.56,1
24813,2023-07-26 18:00:00,IT,157.22,206.03,1572.22,4.12,1576.34,2023,7,26,18,Wednesday,Peak,363.25,1
24816,2023-07-26 19:00:00,Production,145.35,454.04,1453.51,9.08,1462.59,2023,7,26,19,Wednesday,Non-Peak,599.39,1
24821,2023-07-26 20:00:00,Production,149.7,470.41,1497,9.41,1506.41,2023,7,26,20,Wednesday,Non-Peak,620.11,1
24831,2023-07-26 22:00:00,Production,158.41,480.32,1584.1,9.61,1593.71,2023,7,26,22,Wednesday,Non-Peak,638.73,1
24851,2023-07-27 02:00:00,Production,142.28,508.17,1422.8,10.16,1432.96,2023,7,27,2,Thursday,Non-Peak,650.45,1
24881,2023-07-27 08:00:00,Production,139.58,487.51,1395.82,9.75,1405.57,2023,7,27,8,Thursday,Non-Peak,627.09,1
24891,2023-07-27 10:00:00,Production,244.08,876.51,2440.84,17.53,2458.37,2023,7,27,10,Thursday,Peak,1120.59,1
24896,2023-07-27 11:00:00,Production,173.38,812.16,1733.83,16.24,1750.08,2023,7,27,11,Thursday,Peak,985.54,1
24926,2023-07-27 17:00:00,Production,141.77,504.24,1417.71,10.08,1427.79,2023,7,27,17,Thursday,Peak,646.01,1
25031,2023-07-28 14:00:00,Production,148.01,458.78,1480.14,9.18,1489.31,2023,7,28,14,Friday,Peak,606.79,1
25036,2023-07-28 15:00:00,Production,137.57,563.53,1375.66,11.27,1386.93,2023,7,28,15,Friday,Peak,701.1,1
25046,2023-07-28 17:00:00,Production,144.84,444.72,1448.37,8.89,1457.27,2023,7,28,17,Friday,Peak,589.56,1
25081,2023-07-29 00:00:00,Production,138.63,510.71,1386.35,10.21,1396.56,2023,7,29,0,Saturday,Non-Peak,649.34,1
25156,2023-07-29 15:00:00,Production,146.07,600.14,1460.72,12,1472.72,2023,7,29,15,Saturday,Peak,746.21,1
25166,2023-07-29 17:00:00,Production,156.26,383.37,1562.6,7.67,1570.27,2023,7,29,17,Saturday,Peak,539.63,1
25216,2023-07-30 03:00:00,Production,162.61,577.11,1626.08,11.54,1637.62,2023,7,30,3,Sunday,Non-Peak,739.72,1
25236,2023-07-30 07:00:00,Production,149.57,435.82,1495.66,8.72,1504.38,2023,7,30,7,Sunday,Non-Peak,585.39,1
25266,2023-07-30 13:00:00,Production,288.73,830.06,2887.27,16.6,2903.87,2023,7,30,13,Sunday,Peak,1118.79,1
25321,2023-07-31 00:00:00,Production,145.41,512.95,1454.13,10.26,1464.39,2023,7,31,0,Monday,Non-Peak,658.36,1
25361,2023-07-31 08:00:00,Production,146.07,436.54,1460.7,8.73,1469.43,2023,7,31,8,Monday,Non-Peak,582.61,1
25371,2023-07-31 10:00:00,Production,151.71,440.52,1517.05,8.81,1525.86,2023,7,31,10,Monday,Peak,592.23,1
25376,2023-07-31 11:00:00,Production,142.36,475.11,1423.64,9.5,1433.15,2023,7,31,11,Monday,Peak,617.47,1
25381,2023-07-31 12:00:00,Production,140.56,430.2,1405.57,8.6,1414.18,2023,7,31,12,Monday,Peak,570.76,1
25386,2023-07-31 13:00:00,Production,146.89,478.03,1468.85,9.56,1478.41,2023,7,31,13,Monday,Peak,624.92,1
25426,2023-07-31 21:00:00,Production,157.6,488.42,1576.01,9.77,1585.78,2023,7,31,21,Monday,Non-Peak,646.02,1
25441,2023-08-01 00:00:00,Production,139.99,469.69,1399.9,9.39,1409.29,2023,8,1,0,Tuesday,Non-Peak,609.68,1
25451,2023-08-01 02:00:00,Production,137.52,423.03,1375.21,8.46,1383.67,2023,8,1,2,Tuesday,Non-Peak,560.55,1
25471,2023-08-01 06:00:00,Production,138.71,585.61,1387.11,11.71,1398.82,2023,8,1,6,Tuesday,Non-Peak,724.32,1
25556,2023-08-01 23:00:00,Production,141.18,563.02,1411.84,11.26,1423.1,2023,8,1,23,Tuesday,Non-Peak,704.2,1
25561,2023-08-02 00:00:00,Production,139.93,499.12,1399.28,9.98,1409.27,2023,8,2,0,Wednesday,Non-Peak,639.05,1
25586,2023-08-02 05:00:00,Production,145.34,521.46,1453.37,10.43,1463.8,2023,8,2,5,Wednesday,Non-Peak,666.8,1
25591,2023-08-02 06:00:00,Production,172.13,514.17,1721.26,10.28,1731.54,2023,8,2,6,Wednesday,Non-Peak,686.3,1
25621,2023-08-02 12:00:00,Production,149.11,507.35,1491.06,10.15,1501.21,2023,8,2,12,Wednesday,Peak,656.46,1
25626,2023-08-02 13:00:00,Production,159.35,466.18,1593.51,9.32,1602.84,2023,8,2,13,Wednesday,Peak,625.53,1
25631,2023-08-02 14:00:00,Production,139.33,483.6,1393.25,9.67,1402.92,2023,8,2,14,Wednesday,Peak,622.93,1
25641,2023-08-02 16:00:00,Production,147.11,528.35,1471.11,10.57,1481.68,2023,8,2,16,Wednesday,Peak,675.46,1
25651,2023-08-02 18:00:00,Production,142.01,496.71,1420.1,9.93,1430.04,2023,8,2,18,Wednesday,Peak,638.72,1
25661,2023-08-02 20:00:00,Production,140.52,468.29,1405.16,9.37,1414.52,2023,8,2,20,Wednesday,Non-Peak,608.81,1
25706,2023-08-03 05:00:00,Production,150.44,474.92,1504.44,9.5,1513.94,2023,8,3,5,Thursday,Non-Peak,625.36,1
25751,2023-08-03 14:00:00,Production,138.09,586.04,1380.94,11.72,1392.66,2023,8,3,14,Thursday,Peak,724.13,1
25841,2023-08-04 08:00:00,Production,147.7,472.52,1476.96,9.45,1486.41,2023,8,4,8,Friday,Non-Peak,620.22,1
25846,2023-08-04 09:00:00,Production,145.94,427.48,1459.35,8.55,1467.9,2023,8,4,9,Friday,Peak,573.42,1
25871,2023-08-04 14:00:00,Production,150.21,503.5,1502.06,10.07,1512.13,2023,8,4,14,Friday,Peak,653.71,1
25886,2023-08-04 17:00:00,Production,137.86,495.23,1378.57,9.9,1388.48,2023,8,4,17,Friday,Peak,633.09,1
25906,2023-08-04 21:00:00,Production,158.16,523.99,1581.6,10.48,1592.08,2023,8,4,21,Friday,Non-Peak,682.15,1
25911,2023-08-04 22:00:00,Production,175.28,466.51,1752.77,9.33,1762.1,2023,8,4,22,Friday,Non-Peak,641.79,1
25926,2023-08-05 01:00:00,Production,154.46,545.54,1544.58,10.91,1555.49,2023,8,5,1,Saturday,Non-Peak,700,1
25951,2023-08-05 06:00:00,Production,212.6,785.09,2125.96,15.7,2141.67,2023,8,5,6,Saturday,Non-Peak,997.69,1
26001,2023-08-05 16:00:00,Production,146.49,486.74,1464.88,9.73,1474.61,2023,8,5,16,Saturday,Peak,633.23,1
26011,2023-08-05 18:00:00,Production,149.02,478.29,1490.16,9.57,1499.72,2023,8,5,18,Saturday,Peak,627.31,1
26031,2023-08-05 22:00:00,Production,173,617.3,1730,12.35,1742.34,2023,8,5,22,Saturday,Non-Peak,790.3,1
26051,2023-08-06 02:00:00,Production,156.59,475.92,1565.95,9.52,1575.47,2023,8,6,2,Sunday,Non-Peak,632.51,1
26091,2023-08-06 10:00:00,Production,154.74,499.77,1547.42,10,1557.42,2023,8,6,10,Sunday,Peak,654.51,1
26096,2023-08-06 11:00:00,Production,137.29,518.3,1372.95,10.37,1383.31,2023,8,6,11,Sunday,Peak,655.59,1
26126,2023-08-06 17:00:00,Production,163.07,442.95,1630.74,8.86,1639.6,2023,8,6,17,Sunday,Peak,606.02,1
26131,2023-08-06 18:00:00,Production,158.38,542.57,1583.79,10.85,1594.64,2023,8,6,18,Sunday,Peak,700.95,1
26136,2023-08-06 19:00:00,Production,162.32,578.63,1623.23,11.57,1634.8,2023,8,6,19,Sunday,Non-Peak,740.95,1
26171,2023-08-07 02:00:00,Production,149.01,523.37,1490.06,10.47,1500.52,2023,8,7,2,Monday,Non-Peak,672.38,1
26185,2023-08-07 04:00:00,R&D,146.38,475.86,1463.79,9.52,1473.3,2023,8,7,4,Monday,Non-Peak,622.24,1
26196,2023-08-07 07:00:00,Production,150.03,475.92,1500.34,9.52,1509.86,2023,8,7,7,Monday,Non-Peak,625.95,1
26206,2023-08-07 09:00:00,Production,161.21,502.51,1612.07,10.05,1622.12,2023,8,7,9,Monday,Peak,663.72,1
26266,2023-08-07 21:00:00,Production,161.16,554.57,1611.57,11.09,1622.66,2023,8,7,21,Monday,Non-Peak,715.73,1
26271,2023-08-07 22:00:00,Production,168.9,516.67,1689.03,10.33,1699.37,2023,8,7,22,Monday,Non-Peak,685.57,1
26281,2023-08-08 00:00:00,Production,294.08,751.93,2940.77,15.04,2955.81,2023,8,8,0,Tuesday,Non-Peak,1046.01,1
26285,2023-08-08 00:00:00,R&D,169.41,440.19,1694.11,8.8,1702.92,2023,8,8,0,Tuesday,Non-Peak,609.6,1
26296,2023-08-08 03:00:00,Production,152.29,551.57,1522.93,11.03,1533.96,2023,8,8,3,Tuesday,Non-Peak,703.86,1
26306,2023-08-08 05:00:00,Production,142.31,545.18,1423.06,10.9,1433.96,2023,8,8,5,Tuesday,Non-Peak,687.49,1
26376,2023-08-08 19:00:00,Production,165.46,502.42,1654.63,10.05,1664.68,2023,8,8,19,Tuesday,Non-Peak,667.88,1
26386,2023-08-08 21:00:00,Production,143.98,547.45,1439.83,10.95,1450.78,2023,8,8,21,Tuesday,Non-Peak,691.43,1
26421,2023-08-09 04:00:00,Production,147.83,473.35,1478.3,9.47,1487.77,2023,8,9,4,Wednesday,Non-Peak,621.18,1
26456,2023-08-09 11:00:00,Production,139.49,453.66,1394.92,9.07,1403.99,2023,8,9,11,Wednesday,Peak,593.15,1
26461,2023-08-09 12:00:00,Production,140.47,559.75,1404.67,11.19,1415.86,2023,8,9,12,Wednesday,Peak,700.22,1
26496,2023-08-09 19:00:00,Production,141.54,437.03,1415.39,8.74,1424.13,2023,8,9,19,Wednesday,Non-Peak,578.57,1
26556,2023-08-10 07:00:00,Production,139.64,368.23,1396.36,7.36,1403.72,2023,8,10,7,Thursday,Non-Peak,507.87,1
26561,2023-08-10 08:00:00,Production,138.65,511.47,1386.48,10.23,1396.71,2023,8,10,8,Thursday,Non-Peak,650.12,1
26601,2023-08-10 16:00:00,Production,156.37,518.78,1563.73,10.38,1574.1,2023,8,10,16,Thursday,Peak,675.15,1
26616,2023-08-10 19:00:00,Production,149.35,538.99,1493.46,10.78,1504.24,2023,8,10,19,Thursday,Non-Peak,688.34,1
