timestamp,department,electricity_kWh,water_liters,electricity_cost,water_cost,total_cost
2023-06-17 21:00:00,HR,45.69,101.62,456.91,2.03,458.94
2023-06-17 21:00:00,R&D,99.63,236.05,996.33,4.72,1001.05
2023-06-17 22:00:00,Production,103.05,455.95,1030.48,9.12,1039.6
2023-06-17 22:00:00,Admin,61,143.47,609.98,2.87,612.84
2023-06-17 22:00:00,IT,46.09,156.92,460.87,3.14,464.01
2023-06-17 22:00:00,HR,57.91,106.04,579.13,2.12,581.25
2023-06-17 22:00:00,R&D,61.88,167.73,618.83,3.35,622.18
2023-06-17 23:00:00,Production,105.86,485.51,1058.62,9.71,1068.33
2023-06-17 23:00:00,Admin,65,209.03,649.98,4.18,654.16
2023-06-17 23:00:00,IT,76.54,130.88,765.4,2.62,768.01
2023-06-17 23:00:00,HR,34.52,106.95,345.19,2.14,347.33
2023-06-17 23:00:00,R&D,82.27,226.45,822.72,4.53,827.25
2023-06-18 00:00:00,Production,121.3,527.44,1212.96,10.55,1223.51
2023-06-18 00:00:00,Admin,49.98,214.32,499.84,4.29,504.13
2023-06-18 00:00:00,IT,60.59,148.3,605.88,2.97,608.84
2023-06-18 00:00:00,HR,44.02,104.48,440.18,2.09,442.27
2023-06-18 00:00:00,R&D,79.03,281.62,790.32,5.63,795.95
2023-06-18 01:00:00,Production,106.74,374.21,1067.41,7.48,1074.89
2023-06-18 01:00:00,Admin,49.22,219.22,492.25,4.38,496.63
2023-06-18 01:00:00,IT,54.87,134.96,548.75,2.7,551.45
2023-06-18 01:00:00,HR,43.48,79.72,434.8,1.59,436.39
2023-06-18 01:00:00,R&D,64.74,309.7,647.41,6.19,653.61
2023-06-18 02:00:00,Production,113.27,401.19,1132.71,8.02,1140.74
2023-06-18 02:00:00,Admin,38.11,262.32,381.13,5.25,386.38
2023-06-18 02:00:00,IT,43.41,130.77,434.14,2.62,436.76
2023-06-18 02:00:00,HR,61.47,104.63,614.7,2.09,616.79
2023-06-18 02:00:00,R&D,102.94,253.83,1029.38,5.08,1034.46
2023-06-18 03:00:00,Production,103.25,468.91,1032.49,9.38,1041.86
2023-06-18 03:00:00,Admin,53.49,187.15,534.88,3.74,538.62
2023-06-18 03:00:00,IT,47.02,130.66,470.17,2.61,472.78
2023-06-18 03:00:00,HR,37.21,92.97,372.08,1.86,373.94
2023-06-18 03:00:00,R&D,49.23,286.48,492.31,5.73,498.04
2023-06-18 04:00:00,Production,126.85,454.52,1268.45,9.09,1277.54
2023-06-18 04:00:00,Admin,26.48,217.04,264.84,4.34,269.18
2023-06-18 04:00:00,IT,66.61,149.75,666.11,3,669.11
2023-06-18 04:00:00,HR,47.67,114.21,476.74,2.28,479.02
2023-06-18 04:00:00,R&D,101.79,284.7,1017.9,5.69,1023.59
2023-06-18 05:00:00,Production,130.37,452.64,1303.72,9.05,1312.77
2023-06-18 05:00:00,Admin,41.47,188.6,414.69,3.77,418.46
2023-06-18 05:00:00,IT,73.88,156.01,738.78,3.12,741.9
2023-06-18 05:00:00,HR,40.12,103.66,401.25,2.07,403.32
2023-06-18 05:00:00,R&D,86.02,215.39,860.16,4.31,864.47
2023-06-18 06:00:00,Production,114.18,478.48,1141.77,9.57,1151.34
2023-06-18 06:00:00,Admin,57.46,200.94,574.59,4.02,578.61
2023-06-18 06:00:00,IT,61.43,105.2,614.29,2.1,616.4
2023-06-18 06:00:00,HR,41.58,129.54,415.76,2.59,418.35
2023-06-18 06:00:00,R&D,54.2,278.46,542.05,5.57,547.61
2023-06-18 07:00:00,Production,121.76,437.61,1217.55,8.75,1226.31
2023-06-18 07:00:00,Admin,44.26,189,442.61,3.78,446.39
2023-06-18 07:00:00,IT,50.85,135.19,508.53,2.7,511.24
2023-06-18 07:00:00,HR,46.91,91.55,469.11,1.83,470.94
2023-06-18 07:00:00,R&D,55.16,265.8,551.58,5.32,556.9
2023-06-18 08:00:00,Production,87.73,543.88,877.28,10.88,888.16
2023-06-18 08:00:00,Admin,54.47,212.23,544.7,4.24,548.94
2023-06-18 08:00:00,IT,64.34,159.7,643.42,3.19,646.61
2023-06-18 08:00:00,HR,58.01,108.12,580.09,2.16,582.25
2023-06-18 08:00:00,R&D,69.59,276.02,695.92,5.52,701.44
2023-06-18 09:00:00,Production,147.44,539.72,1474.44,10.79,1485.24
2023-06-18 09:00:00,Admin,55.8,252.46,558.04,5.05,563.09
2023-06-18 09:00:00,IT,56.64,152.18,566.36,3.04,569.4
2023-06-18 09:00:00,HR,38.94,78.59,389.39,1.57,390.96
2023-06-18 09:00:00,R&D,67.07,267.51,670.66,5.35,676.01
2023-06-18 10:00:00,Production,101.19,587.94,1011.89,11.76,1023.65
2023-06-18 10:00:00,Admin,42.6,206.52,425.99,4.13,430.12
2023-06-18 10:00:00,IT,38.29,152.44,382.87,3.05,385.92
2023-06-18 10:00:00,HR,43.05,85.51,430.52,1.71,432.23
2023-06-18 10:00:00,R&D,45.77,219.67,457.72,4.39,462.12
2023-06-18 11:00:00,Production,156.44,541.49,1564.43,10.83,1575.26
2023-06-18 11:00:00,Admin,45.45,252.56,454.51,5.05,459.56
2023-06-18 11:00:00,IT,52.63,126.06,526.3,2.52,528.83
2023-06-18 11:00:00,HR,14.75,104.08,147.48,2.08,149.56
2023-06-18 11:00:00,R&D,94.78,271.82,947.85,5.44,953.28
2023-06-18 12:00:00,Production,151.67,466.73,1516.71,9.33,1526.05
2023-06-18 12:00:00,Admin,51.37,234.97,513.67,4.7,518.37
2023-06-18 12:00:00,IT,52.1,174.62,520.99,3.49,524.48
2023-06-18 12:00:00,HR,37.72,109.27,377.18,2.19,379.37
2023-06-18 12:00:00,R&D,123.91,433.84,1239.09,8.68,1247.77
2023-06-18 13:00:00,Production,101.52,455.84,1015.22,9.12,1024.34
2023-06-18 13:00:00,Admin,56.5,187.12,564.97,3.74,568.71
2023-06-18 13:00:00,IT,63.45,154.2,634.53,3.08,637.61
2023-06-18 13:00:00,HR,44.2,99.7,442.04,1.99,444.03
2023-06-18 13:00:00,R&D,87.5,290.01,874.96,5.8,880.76
2023-06-18 14:00:00,Production,121.35,504.38,1213.53,10.09,1223.62
2023-06-18 14:00:00,Admin,43.04,186.41,430.39,3.73,434.12
2023-06-18 14:00:00,IT,44.41,132.01,444.07,2.64,446.71
2023-06-18 14:00:00,HR,46.82,88.72,468.2,1.77,469.98
2023-06-18 14:00:00,R&D,87.28,258.57,872.82,5.17,877.99
2023-06-18 15:00:00,Production,117.94,535.77,1179.39,10.72,1190.1
2023-06-18 15:00:00,Admin,56.53,219.42,565.32,4.39,569.7
2023-06-18 15:00:00,IT,54.68,156.71,546.77,3.13,549.9
2023-06-18 15:00:00,HR,33.93,113.41,339.29,2.27,341.56
2023-06-18 15:00:00,R&D,81.43,267.22,814.35,5.34,819.69
2023-06-18 16:00:00,Production,161.48,502.5,1614.78,10.05,1624.83
2023-06-18 16:00:00,Admin,61.78,225.46,617.78,4.51,622.29
2023-06-18 16:00:00,IT,79.79,113.95,797.86,2.28,800.14
2023-06-18 16:00:00,HR,47.46,88.06,474.63,1.76,476.4
2023-06-18 16:00:00,R&D,73.46,216.19,734.57,4.32,738.89
2023-06-18 17:00:00,Production,137.2,379.66,1371.97,7.59,1379.56
2023-06-18 17:00:00,Admin,51.07,220,510.66,4.4,515.06
2023-06-18 17:00:00,IT,54.66,150.75,546.56,3.01,549.58
2023-06-18 17:00:00,HR,21.58,99.54,215.78,1.99,217.77
2023-06-18 17:00:00,R&D,100.61,217.93,1006.11,4.36,1010.47
2023-06-18 18:00:00,Production,88.68,452.84,886.85,9.06,895.9
2023-06-18 18:00:00,Admin,61.55,229.26,615.48,4.59,620.06
2023-06-18 18:00:00,IT,70.93,147.6,709.29,2.95,712.24
2023-06-18 18:00:00,HR,30.65,112.34,306.55,2.25,308.8
2023-06-18 18:00:00,R&D,100.69,219.73,1006.95,4.39,1011.34
2023-06-18 19:00:00,Production,87.76,488.03,877.65,9.76,887.41
2023-06-18 19:00:00,Admin,52.17,161.16,521.73,3.22,524.95
2023-06-18 19:00:00,IT,63.41,115.42,634.08,2.31,636.39
2023-06-18 19:00:00,HR,37.81,100.6,378.08,2.01,380.09
2023-06-18 19:00:00,R&D,80.59,302.86,805.85,6.06,811.91
2023-06-18 20:00:00,Production,113.34,546.13,1133.41,10.92,1144.33
2023-06-18 20:00:00,Admin,42.11,179.87,421.12,3.6,424.72
2023-06-18 20:00:00,IT,77.51,153.21,775.09,3.06,778.15
2023-06-18 20:00:00,HR,32.74,116.63,327.45,2.33,329.78
2023-06-18 20:00:00,R&D,105.64,270.68,1056.42,5.41,1061.83
2023-06-18 21:00:00,Production,104.83,426.24,1048.27,8.52,1056.8
2023-06-18 21:00:00,Admin,41.49,227.6,414.89,4.55,419.44
2023-06-18 21:00:00,IT,51.38,171.73,513.85,3.43,517.28
2023-06-18 21:00:00,HR,40.92,100.44,409.21,2.01,411.22
2023-06-18 21:00:00,R&D,60.67,195.99,606.67,3.92,610.59
2023-06-18 22:00:00,Production,103.34,557.37,1033.43,11.15,1044.58
2023-06-18 22:00:00,Admin,59.57,167.14,595.74,3.34,599.09
2023-06-18 22:00:00,IT,71.03,127.67,710.28,2.55,712.83
2023-06-18 22:00:00,HR,46.6,95.13,466,1.9,467.9
2023-06-18 22:00:00,R&D,69.44,298.03,694.39,5.96,700.36
2023-06-18 23:00:00,Production,165.62,522.34,1656.21,10.45,1666.66
2023-06-18 23:00:00,Admin,64.54,234.8,645.44,4.7,650.13
2023-06-18 23:00:00,IT,74.21,164.68,742.08,3.29,745.37
2023-06-18 23:00:00,HR,35.61,112.69,356.05,2.25,358.31
2023-06-18 23:00:00,R&D,76.98,265.29,769.76,5.31,775.07
2023-06-19 00:00:00,Production,102.86,472.45,1028.55,9.45,1038
2023-06-19 00:00:00,Admin,43.95,228.84,439.51,4.58,444.09
2023-06-19 00:00:00,IT,46.44,135.74,464.43,2.71,467.14
2023-06-19 00:00:00,HR,45.67,69.11,456.68,1.38,458.06
2023-06-19 00:00:00,R&D,78.36,265,783.58,5.3,788.88
2023-06-19 01:00:00,Production,107.08,525.89,1070.77,10.52,1081.29
2023-06-19 01:00:00,Admin,71.12,143.61,711.16,2.87,714.03
2023-06-19 01:00:00,IT,93.97,135.25,939.68,2.71,942.38
2023-06-19 01:00:00,HR,29.08,132.6,290.78,2.65,293.43
2023-06-19 01:00:00,R&D,59.28,208.4,592.82,4.17,596.99
2023-06-19 02:00:00,Production,133.6,534.78,1336.04,10.7,1346.73
2023-06-19 02:00:00,Admin,40.46,160.85,404.59,3.22,407.8
2023-06-19 02:00:00,IT,65.91,168.49,659.06,3.37,662.43
2023-06-19 02:00:00,HR,31.73,92.98,317.27,1.86,319.13
2023-06-19 02:00:00,R&D,79.18,188.61,791.76,3.77,795.53
2023-06-19 03:00:00,Production,121.51,499.81,1215.12,10,1225.12
2023-06-19 03:00:00,Admin,41.58,157.33,415.84,3.15,418.98
2023-06-19 03:00:00,IT,49.31,178.22,493.14,3.56,496.7
2023-06-19 03:00:00,HR,37.56,101.27,375.65,2.03,377.68
2023-06-19 03:00:00,R&D,63.17,251.98,631.72,5.04,636.76
2023-06-19 04:00:00,Production,80.67,462.12,806.65,9.24,815.9
2023-06-19 04:00:00,Admin,39.84,211.96,398.38,4.24,402.62
2023-06-19 04:00:00,IT,39.09,133.69,390.9,2.67,393.58
2023-06-19 04:00:00,HR,28.04,106.62,280.38,2.13,282.52
2023-06-19 04:00:00,R&D,98.33,283.87,983.27,5.68,988.95
2023-06-19 05:00:00,Production,84.77,500.51,847.66,10.01,857.67
2023-06-19 05:00:00,Admin,61.59,172.37,615.87,3.45,619.32
2023-06-19 05:00:00,IT,69.27,181.26,692.68,3.63,696.3
2023-06-19 05:00:00,HR,30.56,75.7,305.62,1.51,307.13
2023-06-19 05:00:00,R&D,96.61,327.37,966.13,6.55,972.68
2023-06-19 06:00:00,Production,144.34,555.9,1443.41,11.12,1454.53
2023-06-19 06:00:00,Admin,47.3,183.42,473.02,3.67,476.69
2023-06-19 06:00:00,IT,120.91,165,1209.13,3.3,1212.43
2023-06-19 06:00:00,HR,31.74,108.44,317.45,2.17,319.62
2023-06-19 06:00:00,R&D,102.83,243.33,1028.32,4.87,1033.19
2023-06-19 07:00:00,Production,122.36,551.47,1223.58,11.03,1234.61
2023-06-19 07:00:00,Admin,39.5,216.28,395.02,4.33,399.34
2023-06-19 07:00:00,IT,46.53,130.56,465.27,2.61,467.88
2023-06-19 07:00:00,HR,45.27,96.84,452.75,1.94,454.68
2023-06-19 07:00:00,R&D,54.15,229.82,541.46,4.6,546.06
2023-06-19 08:00:00,Production,117.98,513.1,1179.78,10.26,1190.04
2023-06-19 08:00:00,Admin,49.99,217.68,499.93,4.35,504.29
2023-06-19 08:00:00,IT,52.25,150.61,522.55,3.01,525.56
2023-06-19 08:00:00,HR,26.82,104.39,268.23,2.09,270.32
2023-06-19 08:00:00,R&D,55.92,248.96,559.22,4.98,564.2
2023-06-19 09:00:00,Production,87.02,480.98,870.2,9.62,879.82
2023-06-19 09:00:00,Admin,57.48,155.47,574.84,3.11,577.95
2023-06-19 09:00:00,IT,46.47,152.31,464.66,3.05,467.71
2023-06-19 09:00:00,HR,32.59,90.79,325.94,1.82,327.76
2023-06-19 09:00:00,R&D,60.6,269.09,606,5.38,611.39
2023-06-19 10:00:00,Production,111.37,457.42,1113.68,9.15,1122.83
2023-06-19 10:00:00,Admin,50.63,186.92,506.28,3.74,510.02
2023-06-19 10:00:00,IT,49.12,151.29,491.2,3.03,494.22
2023-06-19 10:00:00,HR,49.06,99.5,490.56,1.99,492.55
2023-06-19 10:00:00,R&D,88.69,245.48,886.94,4.91,891.85
2023-06-19 11:00:00,Production,119.84,540.3,1198.43,10.81,1209.23
2023-06-19 11:00:00,Admin,23.93,265.67,239.32,5.31,244.63
2023-06-19 11:00:00,IT,52.08,124.29,520.83,2.49,523.31
2023-06-19 11:00:00,HR,32.83,107.71,328.25,2.15,330.41
2023-06-19 11:00:00,R&D,82.43,196.99,824.29,3.94,828.23
2023-06-19 12:00:00,Production,92.21,520.13,922.1,10.4,932.51
2023-06-19 12:00:00,Admin,55.54,205.92,555.42,4.12,559.54
2023-06-19 12:00:00,IT,72.75,162.05,727.53,3.24,730.77
2023-06-19 12:00:00,HR,29.26,117.44,292.59,2.35,294.94
2023-06-19 12:00:00,R&D,132.05,230.81,1320.5,4.62,1325.11
2023-06-19 13:00:00,Production,114.11,504.78,1141.07,10.1,1151.17
2023-06-19 13:00:00,Admin,74.93,308.88,749.32,6.18,755.5
2023-06-19 13:00:00,IT,48.75,135.21,487.48,2.7,490.19
2023-06-19 13:00:00,HR,51.93,86.03,519.3,1.72,521.02
2023-06-19 13:00:00,R&D,91.6,280.25,915.98,5.6,921.59
2023-06-19 14:00:00,Production,140.26,491.93,1402.6,9.84,1412.44
2023-06-19 14:00:00,Admin,66.74,236.16,667.35,4.72,672.08
2023-06-19 14:00:00,IT,72.51,148.49,725.1,2.97,728.07
2023-06-19 14:00:00,HR,30.43,85.16,304.27,1.7,305.97
2023-06-19 14:00:00,R&D,79.76,242.2,797.64,4.84,802.48
2023-06-19 15:00:00,Production,132.87,538.97,1328.72,10.78,1339.5
2023-06-19 15:00:00,Admin,50.48,200.77,504.78,4.02,508.8
2023-06-19 15:00:00,IT,56.02,156.08,560.18,3.12,563.3
2023-06-19 15:00:00,HR,48.79,98.65,487.86,1.97,489.83
2023-06-19 15:00:00,R&D,98.99,264.7,989.89,5.29,995.19
2023-06-19 16:00:00,Production,126.52,440.84,1265.24,8.82,1274.05
2023-06-19 16:00:00,Admin,41.08,211.17,410.79,4.22,415.01
2023-06-19 16:00:00,IT,72.42,130.41,724.19,2.61,726.8
2023-06-19 16:00:00,HR,36.5,116.27,364.95,2.33,367.28
2023-06-19 16:00:00,R&D,81.75,252.49,817.54,5.05,822.58
2023-06-19 17:00:00,Production,118.17,546.63,1181.7,10.93,1192.63
2023-06-19 17:00:00,Admin,64.62,177.92,646.23,3.56,649.79
2023-06-19 17:00:00,IT,68.46,165.19,684.63,3.3,687.93
2023-06-19 17:00:00,HR,52.33,101.81,523.34,2.04,525.38
2023-06-19 17:00:00,R&D,86.69,283.45,866.9,5.67,872.57
2023-06-19 18:00:00,Production,185.4,580.46,1853.98,11.61,1865.59
2023-06-19 18:00:00,Admin,60.27,193.71,602.74,3.87,606.61
2023-06-19 18:00:00,IT,59.42,187.78,594.2,3.76,597.96
2023-06-19 18:00:00,HR,55.82,93.88,558.25,1.88,560.12
2023-06-19 18:00:00,R&D,77.52,287.73,775.21,5.75,780.97
2023-06-19 19:00:00,Production,122.54,637.46,1225.44,12.75,1238.19
2023-06-19 19:00:00,Admin,43.26,206.11,432.61,4.12,436.73
2023-06-19 19:00:00,IT,71.84,154.77,718.38,3.1,721.48
2023-06-19 19:00:00,HR,35.05,110.24,350.52,2.2,352.72
2023-06-19 19:00:00,R&D,44.59,192.29,445.86,3.85,449.71
2023-06-19 20:00:00,Production,113.56,484.86,1135.64,9.7,1145.34
2023-06-19 20:00:00,Admin,32.73,173.98,327.29,3.48,330.77
2023-06-19 20:00:00,IT,77.03,134.5,770.29,2.69,772.98
2023-06-19 20:00:00,HR,41.63,92.78,416.33,1.86,418.19
2023-06-19 20:00:00,R&D,69.62,255.05,696.23,5.1,701.33
2023-06-19 21:00:00,Production,110.47,460.6,1104.69,9.21,1113.91
2023-06-19 21:00:00,Admin,84.72,175.16,847.15,3.5,850.66
2023-06-19 21:00:00,IT,65.8,109.34,658.01,2.19,660.19
2023-06-19 21:00:00,HR,35.12,93.9,351.21,1.88,353.09
2023-06-19 21:00:00,R&D,102.36,241.33,1023.59,4.83,1028.41
2023-06-19 22:00:00,Production,118.93,489.74,1189.27,9.79,1199.06
2023-06-19 22:00:00,Admin,32.59,132.61,325.86,2.65,328.51
2023-06-19 22:00:00,IT,87.88,158.33,878.83,3.17,882
2023-06-19 22:00:00,HR,27.92,78.66,279.23,1.57,280.8
2023-06-19 22:00:00,R&D,64.46,257.54,644.59,5.15,649.74
2023-06-19 23:00:00,Production,185.05,491.75,1850.54,9.84,1860.37
2023-06-19 23:00:00,Admin,45.09,213,450.9,4.26,455.16
2023-06-19 23:00:00,IT,61.17,151.75,611.7,3.04,614.74
2023-06-19 23:00:00,HR,50.91,101.04,509.14,2.02,511.16
2023-06-19 23:00:00,R&D,58.83,218.22,588.3,4.36,592.67
2023-06-20 00:00:00,Production,115.28,550.29,1152.83,11.01,1163.83
2023-06-20 00:00:00,Admin,47.51,166.66,475.08,3.33,478.42
2023-06-20 00:00:00,IT,85.47,142.42,854.73,2.85,857.58
2023-06-20 00:00:00,HR,20,104.32,199.98,2.09,202.06
2023-06-20 00:00:00,R&D,59.59,233.75,595.89,4.68,600.56
2023-06-20 01:00:00,Production,126.73,448.29,1267.33,8.97,1276.29
2023-06-20 01:00:00,Admin,51.69,189.92,516.89,3.8,520.69
2023-06-20 01:00:00,IT,41.54,107.83,415.41,2.16,417.57
2023-06-20 01:00:00,HR,51.71,89.32,517.08,1.79,518.87
2023-06-20 01:00:00,R&D,75.58,187.22,755.82,3.74,759.56
2023-06-20 02:00:00,Production,98.04,514.68,980.42,10.29,990.71
2023-06-20 02:00:00,Admin,54.02,239.62,540.21,4.79,545
2023-06-20 02:00:00,IT,63.73,198.67,637.34,3.97,641.31
2023-06-20 02:00:00,HR,23.7,58.73,237.05,1.17,238.22
2023-06-20 02:00:00,R&D,65.86,230.25,658.59,4.61,663.2
2023-06-20 03:00:00,Production,135.96,372.59,1359.55,7.45,1367
2023-06-20 03:00:00,Admin,49.99,235.3,499.91,4.71,504.61
2023-06-20 03:00:00,IT,68.03,142.44,680.29,2.85,683.14
2023-06-20 03:00:00,HR,33.08,94.26,330.82,1.89,332.71
2023-06-20 03:00:00,R&D,88.05,202.87,880.48,4.06,884.53
2023-06-20 04:00:00,Production,66.41,567.84,664.13,11.36,675.49
2023-06-20 04:00:00,Admin,24.37,203.06,243.74,4.06,247.8
2023-06-20 04:00:00,IT,59.99,129.57,599.94,2.59,602.53
2023-06-20 04:00:00,HR,42.92,92.74,429.19,1.85,431.05
2023-06-20 04:00:00,R&D,103.75,278.48,1037.48,5.57,1043.05
2023-06-20 05:00:00,Production,143.42,440.61,1434.17,8.81,1442.98
2023-06-20 05:00:00,Admin,52.6,236.49,526.03,4.73,530.76
2023-06-20 05:00:00,IT,64.71,156.81,647.07,3.14,650.21
2023-06-20 05:00:00,HR,49.31,95.03,493.1,1.9,495
2023-06-20 05:00:00,R&D,67.48,239.07,674.78,4.78,679.56
2023-06-20 06:00:00,Production,136.35,511.82,1363.51,10.24,1373.75
2023-06-20 06:00:00,Admin,44.94,237.19,449.41,4.74,454.16
2023-06-20 06:00:00,IT,71.73,169.64,717.32,3.39,720.71
2023-06-20 06:00:00,HR,52.8,96.31,528.05,1.93,529.97
2023-06-20 06:00:00,R&D,115.44,269.71,1154.4,5.39,1159.79
2023-06-20 07:00:00,Production,126.94,531.7,1269.39,10.63,1280.02
2023-06-20 07:00:00,Admin,54.7,272.83,546.99,5.46,552.45
2023-06-20 07:00:00,IT,96.56,205.33,965.63,4.11,969.73
2023-06-20 07:00:00,HR,52.37,88.25,523.72,1.76,525.48
2023-06-20 07:00:00,R&D,53.92,216.44,539.24,4.33,543.57
2023-06-20 08:00:00,Production,155.99,484.77,1559.88,9.7,1569.57
2023-06-20 08:00:00,Admin,30.29,159.8,302.88,3.2,306.07
2023-06-20 08:00:00,IT,52.88,130.52,528.8,2.61,531.41
2023-06-20 08:00:00,HR,35.39,89.69,353.88,1.79,355.67
2023-06-20 08:00:00,R&D,62.4,256.45,623.98,5.13,629.11
2023-06-20 09:00:00,Production,121.47,478.05,1214.73,9.56,1224.29
2023-06-20 09:00:00,Admin,33.77,176.02,337.68,3.52,341.2
2023-06-20 09:00:00,IT,59.34,135.64,593.45,2.71,596.16
2023-06-20 09:00:00,HR,26.72,73.58,267.19,1.47,268.66
2023-06-20 09:00:00,R&D,85.58,249.2,855.78,4.98,860.76
2023-06-20 10:00:00,Production,92.69,484.22,926.93,9.68,936.61
2023-06-20 10:00:00,Admin,47.06,252.8,470.61,5.06,475.67
2023-06-20 10:00:00,IT,53.2,154.39,531.96,3.09,535.05
2023-06-20 10:00:00,HR,34.32,107.91,343.2,2.16,345.36
2023-06-20 10:00:00,R&D,75.1,230.86,751.01,4.62,755.63
2023-06-20 11:00:00,Production,117.81,486.12,1178.05,9.72,1187.77
2023-06-20 11:00:00,Admin,45.25,184.27,452.48,3.69,456.16
2023-06-20 11:00:00,IT,33.69,153.62,336.87,3.07,339.95
2023-06-20 11:00:00,HR,26.93,107.13,269.26,2.14,271.4
2023-06-20 11:00:00,R&D,82.59,247.51,825.86,4.95,830.81
2023-06-20 12:00:00,Production,89.16,485.19,891.65,9.7,901.35
2023-06-20 12:00:00,Admin,61.02,201.13,610.21,4.02,614.23
2023-06-20 12:00:00,IT,52.39,142.72,523.94,2.85,526.79
2023-06-20 12:00:00,HR,37.35,112.4,373.48,2.25,375.73
2023-06-20 12:00:00,R&D,74.53,273.29,745.32,5.47,750.79
2023-06-20 13:00:00,Production,115.03,466.07,1150.28,9.32,1159.6
2023-06-20 13:00:00,Admin,85.45,414.88,854.46,8.3,862.75
2023-06-20 13:00:00,IT,62.21,156.68,622.12,3.13,625.26
2023-06-20 13:00:00,HR,27.46,105.87,274.57,2.12,276.68
2023-06-20 13:00:00,R&D,99.7,234.03,996.96,4.68,1001.64
2023-06-20 14:00:00,Production,151.24,505.57,1512.39,10.11,1522.5
2023-06-20 14:00:00,Admin,59.62,136.28,596.16,2.73,598.88
2023-06-20 14:00:00,IT,56.53,151.17,565.26,3.02,568.28
2023-06-20 14:00:00,HR,36.16,108.1,361.56,2.16,363.72
2023-06-20 14:00:00,R&D,58.42,239.66,584.16,4.79,588.95
2023-06-20 15:00:00,Production,127.13,516.2,1271.27,10.32,1281.59
2023-06-20 15:00:00,Admin,53.82,259.21,538.18,5.18,543.36
2023-06-20 15:00:00,IT,63.26,160.56,632.62,3.21,635.83
2023-06-20 15:00:00,HR,52.19,78.11,521.94,1.56,523.51
2023-06-20 15:00:00,R&D,80.79,234.43,807.9,4.69,812.59
2023-06-20 16:00:00,Production,122.58,525.91,1225.81,10.52,1236.33
2023-06-20 16:00:00,Admin,50.7,187.46,507.02,3.75,510.77
2023-06-20 16:00:00,IT,55.37,142.79,553.7,2.86,556.55
2023-06-20 16:00:00,HR,51.09,107.44,510.87,2.15,513.02
2023-06-20 16:00:00,R&D,98.87,288.04,988.72,5.76,994.48
2023-06-20 17:00:00,Production,64.73,584.8,647.35,11.7,659.04
2023-06-20 17:00:00,Admin,58.67,195.68,586.74,3.91,590.65
2023-06-20 17:00:00,IT,61.4,128.7,614.04,2.57,616.61
2023-06-20 17:00:00,HR,52.81,106.29,528.15,2.13,530.27
2023-06-20 17:00:00,R&D,49.81,218.11,498.05,4.36,502.42
2023-06-20 18:00:00,Production,115.7,530.38,1156.99,10.61,1167.6
2023-06-20 18:00:00,Admin,51.66,248.13,516.62,4.96,521.59
2023-06-20 18:00:00,IT,60.64,152.86,606.35,3.06,609.41
2023-06-20 18:00:00,HR,33.29,95.59,332.89,1.91,334.8
2023-06-20 18:00:00,R&D,63.67,259.24,636.74,5.18,641.92
2023-06-20 19:00:00,Production,100.18,536.9,1001.79,10.74,1012.53
2023-06-20 19:00:00,Admin,58.53,216.58,585.31,4.33,589.64
2023-06-20 19:00:00,IT,43.45,156.47,434.48,3.13,437.61
2023-06-20 19:00:00,HR,45.18,106.76,451.8,2.14,453.93
2023-06-20 19:00:00,R&D,83.41,252.05,834.13,5.04,839.17
2023-06-20 20:00:00,Production,100.42,544.01,1004.19,10.88,1015.07
2023-06-20 20:00:00,Admin,59.69,198.92,596.92,3.98,600.89
2023-06-20 20:00:00,IT,39.43,123.63,394.3,2.47,396.77
2023-06-20 20:00:00,HR,33.31,101.09,333.13,2.02,335.15
2023-06-20 20:00:00,R&D,58.82,272.79,588.25,5.46,593.7
2023-06-20 21:00:00,Production,111.01,474.11,1110.12,9.48,1119.6
2023-06-20 21:00:00,Admin,64.02,222.35,640.21,4.45,644.65
2023-06-20 21:00:00,IT,62.24,146.22,622.36,2.92,625.28
2023-06-20 21:00:00,HR,25.71,89.42,257.14,1.79,258.93
2023-06-20 21:00:00,R&D,57.21,260.37,572.1,5.21,577.31
2023-06-20 22:00:00,Production,138.26,517.17,1382.64,10.34,1392.98
2023-06-20 22:00:00,Admin,39.45,156.6,394.54,3.13,397.67
2023-06-20 22:00:00,IT,43.5,133.52,434.98,2.67,437.65
2023-06-20 22:00:00,HR,32.77,112.2,327.67,2.24,329.91
2023-06-20 22:00:00,R&D,94.89,203.43,948.91,4.07,952.98
2023-06-20 23:00:00,Production,118.27,529.86,1182.72,10.6,1193.32
2023-06-20 23:00:00,Admin,51.78,209.71,517.78,4.19,521.98
2023-06-20 23:00:00,IT,29.7,142.18,297.03,2.84,299.87
2023-06-20 23:00:00,HR,28.82,74.69,288.21,1.49,289.71
2023-06-20 23:00:00,R&D,111.39,269.21,1113.94,5.38,1119.32
2023-06-21 00:00:00,Production,129.04,472.31,1290.36,9.45,1299.8
2023-06-21 00:00:00,Admin,58.77,131.93,587.75,2.64,590.39
2023-06-21 00:00:00,IT,73.44,138.22,734.4,2.76,737.17
2023-06-21 00:00:00,HR,10.77,85.53,107.71,1.71,109.42
2023-06-21 00:00:00,R&D,92.94,256.29,929.45,5.13,934.57
2023-06-21 01:00:00,Production,108.66,500.39,1086.61,10.01,1096.61
2023-06-21 01:00:00,Admin,38.92,168.1,389.18,3.36,392.54
2023-06-21 01:00:00,IT,67.66,148.44,676.58,2.97,679.55
